,g,max_delta,max_ll_x,max_mu_hat,max_s2_t_hat,n,time,l,M,model,BIC,max_ll_y,D,pval,qval
91,CEP104,0.003637861748813953,270.2870316071769,0.02321862924110984,0.007266380398724025,251,0.0006299018859863281,0.37858288392372463,4,SE,-518.4722514578267,268.70572154154837,1.5813100656285428,0.45519478223067467,1.0
92,MRPL15,0.0002284307111318623,241.7148782651778,0.020892848465280063,0.00894037227856871,251,0.0007131099700927734,0.37858288392372463,4,SE,-461.32794477382845,240.12147189728825,1.5934063678895427,0.4499550409947629,1.0
93,PPL,0.0030481549144936813,268.43103504512504,0.020906563983562637,0.007280889344416331,251,0.0006320476531982422,0.37858288392372463,4,SE,-514.760258333723,266.7628706954818,1.6681643496432343,0.4186141941833845,1.0
94,BICD1,0.016220838826645063,401.65667284252174,0.008209107658434796,0.0024121531390257703,251,0.0005559921264648438,0.37858288392372463,4,SE,-781.2115339285164,397.46466806087477,4.192004781646972,0.026236611068479493,1.0
95,TNK2,0.0004321167729662922,190.4822092097079,0.031117052058420275,0.013723350500499217,251,0.000942230224609375,0.37858288392372463,4,SE,-358.86260666288865,188.80407025676521,1.6781389529426747,0.4145675415267581,1.0
96,UBAP1,0.9146814601188592,203.67359055593272,0.03309687010639303,0.006576422413340912,251,0.00033593177795410156,0.37858288392372463,4,SE,-385.2453693553383,202.9513178635229,0.722272692409831,0.914491194866965,1.0
97,RPP40,0.008878589846238497,339.40215497884793,0.01256815995722795,0.004032107269941524,251,0.000537872314453125,0.37858288392372463,4,SE,-656.7024982011687,336.4431617848233,2.958993194024629,0.10727526766262643,1.0
98,ZNF808,0.01975390209303025,410.1829120790768,0.006432862508255621,0.0022269455297004147,251,0.0006589889526367188,0.37858288392372463,4,SE,-798.2640124016265,405.4000180913718,4.782893987704995,0.013101539749481257,1.0
99,P2RY8,0.003197340317320632,407.6641144177852,0.0065983665243786035,0.002310871077596697,251,0.0006263256072998047,0.37858288392372463,4,SE,-793.2264170790432,405.40001809137124,2.2640963264139486,0.22816726662187953,1.0
100,LIAS,0.0012828715181064548,374.4816654024703,0.009140346606317741,0.003039980490100756,251,0.0006971359252929688,0.37858288392372463,4,SE,-726.8615190484135,372.795475433872,1.6861899685982848,0.4113243248554179,1.0
101,CDSN,0.0022170684696367427,418.14303928881736,0.007147422716817678,0.0021376816033811183,251,0.0007150173187255859,0.37858288392372463,4,SE,-814.1842668211076,416.29728523012756,1.8457540586898062,0.3512208371951675,1.0
102,MED18,0.002638653999882514,281.0166129090147,0.018392395752584414,0.006537937862106126,251,0.0006740093231201172,0.37858288392372463,4,SE,-539.9314140615023,278.60235075254656,2.414262156468169,0.19449768011567212,1.0
103,ACER3,0.0019298623057717264,234.56150145793578,0.025229224802841226,0.009604271282508188,251,0.0006918907165527344,0.37858288392372463,4,SE,-447.0211911593444,232.965197118174,1.5963043397617867,0.44870672007857026,1.0
104,HIST1H2BD,0.0196787850073016,251.7744534266592,0.021989653636213562,0.00816516697066235,251,0.0006020069122314453,0.37858288392372463,4,SE,-481.44709509679126,249.43340822715544,2.3410451995037533,0.2103011372854284,1.0
105,SIAH1,0.00227702796399054,233.48273959724986,0.02718593087611918,0.009770395302145749,251,0.0006301403045654297,0.37858288392372463,4,SE,-444.8636674379726,231.8033471225296,1.6793924747202595,0.41406122940403745,1.0
106,GPR176,0.024125042424999837,371.5298098280146,0.008060640768939552,0.0030247970769992517,251,0.0006928443908691406,0.37858288392372463,4,SE,-720.9578078995021,365.1271558303826,6.402653997632001,0.0018765408418002297,1.0
107,SUV420H2,0.8182928394331049,333.3881696013513,0.014438803923403517,0.0023694847511227042,251,0.00033092498779296875,0.37858288392372463,4,SE,-644.6745274461755,332.4190437258142,0.9691258755370882,0.7754034892823001,1.0
108,CNTRL,0.8539207400451307,360.25019437671426,0.010303046731746849,0.0018447195227691894,251,0.0003998279571533203,0.37858288392372463,4,SE,-698.3985769969014,359.3648616492433,0.8853327274709386,0.8241075996939435,1.0
109,ZNF485,0.00220557505240569,408.1580759970682,0.006648919860313318,0.00230482754695768,251,0.0006222724914550781,0.37858288392372463,4,SE,-794.2143402376092,405.4000180913711,2.7580579056970578,0.1339464634598795,1.0
110,CCDC126,0.0016694804268472328,319.0437752615354,0.015079322514819006,0.004813514119704136,251,0.0006270408630371094,0.37858288392372463,4,SE,-615.9857387665437,317.37859072715895,1.6651845343764649,0.4198292314748143,1.0
111,CMKLR1,0.022838092416208256,444.55759595151096,0.005801435073285137,0.0016901817339220937,251,0.0005691051483154297,0.37858288392372463,4,SE,-867.0133801464948,438.66743827162196,5.8901576798890005,0.0034881577371825502,1.0
112,TMEM11,0.9898851510023472,257.2591990385057,0.01903473218018972,0.0039623252791346495,251,0.00033783912658691406,0.37858288392372463,4,SE,-492.41658632048427,256.66593473029826,0.5932643082074378,0.9733849181995327,1.0
113,FXYD6,0.0005536608343788568,318.95299666284865,0.01511159244657786,0.004823092618990857,251,0.0007219314575195312,0.37858288392372463,4,SE,-615.8041815691702,317.3785907271586,1.574405935690038,0.4582065471426672,1.0
114,NPIPB15,0.0013985142612251012,282.48025367951243,0.01703047258233301,0.006430576203483248,251,0.0006279945373535156,0.37858288392372463,4,SE,-542.8586956024977,280.91360780202916,1.5666458774832677,0.4616100094107197,1.0
115,NRF1,0.8269401746796271,318.39536137518274,0.015043962992936383,0.002653111646581433,251,0.0003368854522705078,0.37858288392372463,4,SE,-614.6889109938384,317.37859072715895,1.016770648023794,0.7476850627871554,1.0
116,ST7,0.0032232171983876236,289.51290404350294,0.019555129119258434,0.006165458942865998,251,0.0006201267242431641,0.37858288392372463,4,SE,-556.9239963304788,286.94359537753957,2.5693086659633764,0.1645801909143444,1.0
117,ACOT9,0.006162615788988315,250.36115308375742,0.02404590320713728,0.008447704520896542,251,0.0005307197570800781,0.37858288392372463,4,SE,-478.6204944109877,248.36247145162207,1.9986816321353444,0.30076555234052466,1.0
118,COA1,0.001247716206810022,233.6214679968561,0.025500277334094042,0.009691062933281501,251,0.0006279945373535156,0.37858288392372463,4,SE,-445.14112423718507,231.32790857888716,2.293559417968936,0.22116943430669067,1.0
119,UPF3B,0.005852113244588044,407.94402643844967,0.006568640907252024,0.00229935831580457,251,0.0005359649658203125,0.37858288392372463,4,SE,-793.7862411203722,405.40001809137124,2.5440083470784316,0.16915112823501152,1.0
120,PBK,0.003288567017197854,356.417744299969,0.011880088080325615,0.003543355389805572,251,0.0006251335144042969,0.37858288392372463,4,SE,-690.7336768434109,354.2545597177835,2.1631845821855222,0.25367930974437597,1.0
121,MRPL9,0.023886788037516267,234.9056789831804,0.024931464573354274,0.009361405703512408,251,0.0005512237548828125,0.37858288392372463,4,SE,-447.70954620983366,233.36798176455062,1.5376972186297735,0.474477594809924,1.0
122,CEP57,0.0017670336507662203,252.02892431898812,0.02640929643549101,0.008485889470925125,251,0.0008900165557861328,0.37858288392372463,4,SE,-481.9560368814491,249.7924066840755,2.236517634912616,0.2348988463174743,1.0
123,FCGR2B,0.9388923973923973,348.00102208845027,0.011562200073381237,0.0019528436391206597,251,0.00048613548278808594,0.37858288392372463,4,SE,-673.9002324203734,347.3321366186755,0.6688854697747502,0.9409739238176793,1.0
124,DHRS13,0.02061034462541881,280.61153582199,0.01845088110135981,0.00644455773950063,251,0.0008101463317871094,0.37858288392372463,4,SE,-539.1212598874529,278.60235075254656,2.009185069443447,0.2975436630152244,1.0
125,MAP3K9,0.010128592624186297,253.43763557572169,0.02458801510328623,0.00824658539248204,251,0.0005900859832763672,0.37858288392372463,4,SE,-484.77345939491624,251.231173874116,2.20646170160569,0.24243910993749918,1.0
126,DOHH,0.8239313032483085,312.3318297607213,0.01192265021830521,0.0027399591546356395,251,0.0003437995910644531,0.37858288392372463,4,SE,-602.5618477649155,311.37356428279116,0.9582654779301265,0.7817317804217909,1.0
