,g,max_delta,max_ll_x,max_mu_hat,max_s2_t_hat,n,time,l,M,model,BIC,max_ll_y,D,pval,qval
54,Tmem237,0.012394136044520611,-9.380458857687984,0.25119821971863543,0.11526050174383644,262,0.0007851123809814453,0.40200124377918117,4,SE,41.034295730420354,-10.552196851513543,1.171737993825559,0.6469570367026692,1.0
55,Plekhh3,0.03645051009093207,57.92278159267502,0.13129567741334944,0.05061795594160732,262,0.0005130767822265625,0.40200124377918117,4,SE,-93.57218517030566,56.53569258641892,1.3870890062561045,0.5349419203516749,1.0
56,Mrpl47,0.0014720496630695053,5.285736825914256,0.2051386540947411,0.09198892835878056,262,0.0009479522705078125,0.40200124377918117,4,SE,11.701904363215874,3.398247406851226,1.88748941906303,0.3309371462645798,1.0
57,2810474O19Rik,0.03321672489553101,17.48301796206735,0.156498005834883,0.06997073524783404,262,0.0005619525909423828,0.40200124377918117,4,SE,-12.692657909090315,16.225455949404534,1.2575620126628166,0.6006925583221501,1.0
58,Tsen15,0.02732004185369503,-37.01708837459131,0.3458403852108432,0.1748686560639715,262,0.0004999637603759766,0.40200124377918117,4,SE,96.307554764227,-38.71156714155239,1.6944787669610832,0.40029207897946484,1.0
59,Cryz,0.02942737820449941,43.973168799585125,0.15582002043535725,0.060890262716360256,262,0.0005009174346923828,0.40200124377918117,4,SE,-65.67295958412586,42.713933976320675,1.2592348232644497,0.5998112163779474,1.0
60,Slk,0.03458210092463426,-48.62677749833263,0.42323241743610496,0.22965774353937282,262,0.0006341934204101562,0.40200124377918117,4,SE,119.52693301170964,-50.37596589505267,1.7491883967200437,0.37948596135641144,1.0
61,Daxx,0.023168945792425483,66.15934841106042,0.14177407528115268,0.051375058310160156,262,0.0005528926849365234,0.40200124377918117,4,SE,-110.04531880707646,64.52544322566553,1.6339051853948945,0.4244228977886845,1.0
62,Cmtm4,0.032351593367107384,-36.89860538439706,0.3867703689232919,0.1987120667793217,262,0.0004999637603759766,0.40200124377918117,4,SE,96.0705887838385,-38.24296584837049,1.3443604639734303,0.5560615094474431,1.0
63,Mfsd5,0.0008113804297700209,-4.292523504892316,0.2358427748945481,0.10777870525375846,262,0.0008862018585205078,0.40200124377918117,4,SE,30.858425024829018,-6.346170549652982,2.053647044760666,0.27983241172260354,1.0
64,Abtb2,0.011934896562295304,37.91862390013276,0.15041526759479842,0.06247654525818295,262,0.0004940032958984375,0.40200124377918117,4,SE,-53.56386978522113,35.291307737533884,2.6273161625988735,0.1535405888950501,1.0
65,Gm12709,0.02949597442760026,-17.745689484150674,0.28723035332548,0.1335296526750136,262,0.0006840229034423828,0.40200124377918117,4,SE,57.764756983345734,-19.008500173751372,1.2628106896006983,0.5979299463797889,1.0
66,1110032A03Rik,0.3277713849208971,-1.7163865534280944,0.21596480787891695,0.07568890101376848,262,0.00049591064453125,0.40200124377918117,4,SE,25.706151121900575,-2.5591029202326467,0.8427163668045523,0.8369419651422417,1.0
67,Fndc1,0.027507955727218602,126.62545719107663,0.06651229733052766,0.025432617164716356,262,0.0004999637603759766,0.40200124377918117,4,SE,-230.97753636710888,124.89116594988496,1.73429124119167,0.3850594744572541,1.0
68,Rbm26,0.004046229101171994,-17.878898850772273,0.22983048012706975,0.11170834835298829,262,0.0008039474487304688,0.40200124377918117,4,SE,58.03117571658893,-20.02416733540332,2.145268484631046,0.25476861633968656,1.0
69,Aph1c,0.007726449371244083,84.79285540291755,0.10435654915353623,0.03971527874077285,262,0.0005018711090087891,0.40200124377918117,4,SE,-147.31233279079072,82.53244530470425,2.260410098213299,0.22615619150788505,1.0
70,Sec22c,0.002846053058556987,-2.402732731105914,0.2869878022947585,0.12927745885623398,262,0.0010297298431396484,0.40200124377918117,4,SE,27.078843477256214,-3.62115452230438,1.218421791198466,0.6215416760521602,1.0
71,Cdh12,0.09170941071654758,87.48335228583989,0.0920989799285556,0.03427588098463364,262,0.0005130767822265625,0.40200124377918117,4,SE,-152.69332655663538,86.34929271894242,1.134059566897463,0.6678740286222961,1.0
72,Mto1,0.023001691639918453,87.25670259402455,0.11441202523300649,0.04040340001305401,262,0.0005140304565429688,0.40200124377918117,4,SE,-152.2400271730047,85.04308040019885,2.2136221938256995,0.2374100740898383,1.0
73,Hsd17b12,0.008810423974268256,-18.59117455272144,0.639005647571819,0.4101636725868984,262,0.0006897449493408203,0.40200124377918117,4,SE,59.45572712048727,-20.216762971301364,1.6255884185799232,0.4278270342518483,1.0
74,Rsph9,0.029004946605099266,127.34159788958334,0.08401027637473238,0.02745278637488791,262,0.0005130767822265625,0.40200124377918117,4,SE,-232.4098177641223,125.82393092129468,1.5176669682886654,0.4740180630755072,1.0
75,Lnx1,0.0038266030083834077,-16.158979346494263,0.3198464722361765,0.1525882244943806,262,0.0007817745208740234,0.40200124377918117,4,SE,54.59133670803291,-17.866457719425227,1.7074783729309644,0.3952640319771995,1.0
76,Zfp961,1.0393256138136793,268.0113245559205,0.023800752499161502,0.003970521610792679,262,0.00045108795166015625,0.40200124377918117,4,SE,-513.7492710967966,267.4502246849164,0.5610998710041031,0.980808875493873,1.0
77,Kdelc2,0.009198645871227545,102.05609400817659,0.08316763297650608,0.03255513191248111,262,0.0005040168762207031,0.40200124377918117,4,SE,-181.8388100013088,100.40281900135483,1.653275006821758,0.4165801064173945,1.0
78,Pik3r1,0.019903663834715177,-47.879745487852844,0.6824650384313601,0.47069788263368934,262,0.0004971027374267578,0.40200124377918117,4,SE,118.03286899075007,-49.719458127128064,1.8397126392752199,0.3470671755839041,1.0
79,Pax6,0.031392645616775926,-25.11143802483906,0.48489997503965954,0.2628795415116151,262,0.0006859302520751953,0.40200124377918117,4,SE,72.4962540647225,-26.399162237089286,1.2877242122502253,0.5849269162338404,1.0
80,2310009B15Rik,0.031535614254828086,61.93212465455122,0.14417519938324386,0.05267020592247105,262,0.0005092620849609375,0.40200124377918117,4,SE,-101.59087129405805,60.37388111205183,1.5582435424993832,0.45620976617529485,1.0
81,Ttll5,0.035567811659185926,28.026147889435208,0.17568126786829583,0.07120864658147454,262,0.0005030632019042969,0.40200124377918117,4,SE,-33.77891776382603,26.571560046863965,1.454587842571243,0.5027621001776306,1.0
82,Tmem151b,0.8566545313023491,265.04871935849235,0.019339275173133812,0.004358907631517699,262,0.0003192424774169922,0.40200124377918117,4,SE,-507.8240607019403,264.06750336604944,0.9812159924429125,0.7556601947944825,1.0
83,Parg,0.004442145588858542,-15.288755118480722,0.24504790103176172,0.11644417114274606,262,0.0007989406585693359,0.40200124377918117,4,SE,52.85088825200583,-16.824705074597887,1.5359499561171646,0.46592796522194235,1.0
84,Ampd3,0.0023239286757243114,5.662541896191016,0.21941291607471375,0.09687080848690639,262,0.0008919239044189453,0.40200124377918117,4,SE,10.948294222662355,4.235770447014261,1.426771449176755,0.515846362163354,1.0
85,Polr3gl,0.007409598022085316,-10.19648693604617,0.28590581013819866,0.1318617307589355,262,0.0007889270782470703,0.40200124377918117,4,SE,42.66635188713673,-11.468143816530699,1.271656880484528,0.5932919645716708,1.0
86,2810025M15Rik,0.01612519374481605,34.605935780067256,0.18633101052079418,0.0734349919814827,262,0.0005109310150146484,0.40200124377918117,4,SE,-46.938493545090125,32.58542052469255,2.020515255374704,0.28942556396583163,1.0
87,Zic2,0.003145814809957286,-64.54391297701868,0.4191202127522149,0.24423764898396857,262,0.0006909370422363281,0.40200124377918117,4,SE,151.36120396908174,-66.43921597079589,1.8953029937772072,0.3283620318618291,1.0
88,Dbi,0.010967537281068095,31.774993230524615,1.2574079955942983,1.3711970126991657,262,0.0005359649658203125,0.40200124377918117,4,SE,-41.27660844600484,29.152856629673693,2.622136600850922,0.154393288977547,1.0
89,Cd34,0.0005549468613124621,-1.7431747508370847,0.23510552198080897,0.10633996398562029,262,0.0011780261993408203,0.40200124377918117,4,SE,25.759727516718556,-3.2122163616507464,1.4690416108136617,0.496061948180778,1.0
90,Irgq,0.004949270666686184,25.04075546179331,0.1841645388774964,0.07693618533592368,262,0.0006911754608154297,0.40200124377918117,4,SE,-27.808132908542234,23.06881971480925,1.9719357469840588,0.30401994209932176,1.0
91,Larp4b,0.014684150717594654,48.029885593714596,0.13445097020940278,0.055288873547886634,262,0.0005681514739990234,0.40200124377918117,4,SE,-73.7863931723848,45.768398204533355,2.261487389181241,0.22590290906337762,1.0
92,Spg20,0.014883994717544053,-17.83519050906773,0.30797195273100253,0.14567507058571122,262,0.0007162094116210938,0.40200124377918117,4,SE,57.943759033179845,-19.26650029173885,1.4313097826711214,0.5136946114154264,1.0
93,Sh3glb1,0.041311411886499325,-31.795901807260563,0.4046813874283839,0.20588212091768077,262,0.0005061626434326172,0.40200124377918117,4,SE,85.86518162956551,-33.15385126779961,1.3579494605390465,0.5492826611013094,1.0
94,B2m,0.11132947723746965,-12.901036924863874,0.9729127172222399,0.7902613716626531,262,0.0005052089691162109,0.40200124377918117,4,SE,48.075451864772134,-13.890692703977777,0.9896557791139031,0.7507221935515915,1.0
95,Arl6ip1,0.013975922673576438,-29.983192252923928,1.0015896282435726,0.911864517370953,262,0.0006849765777587891,0.40200124377918117,4,SE,82.23976252089224,-31.383472309031106,1.400280056107178,0.5285384767251753,1.0
96,Scp2,0.007132420983027595,-29.798547134499998,0.7866670138581847,0.5938377449734438,262,0.0006949901580810547,0.40200124377918117,4,SE,81.87047228404438,-31.661208018726143,1.8626608842261447,0.33923665101406514,1.0
97,Ica1,0.0003947939792574582,-0.9637425764691443,0.261234825620045,0.11697274980252996,262,0.0011026859283447266,0.40200124377918117,4,SE,24.200863167982675,-2.5524453170110064,1.5887027405418621,0.44319178949555393,1.0
98,Timm17b,0.052832044687673725,43.76281438917226,0.15523866211862686,0.05951128464525235,262,0.0005168914794921875,0.40200124377918117,4,SE,-65.25225076330014,42.5514302803976,1.2113841087746664,0.6253358346881761,1.0
99,Poli,0.009053966473542788,97.16428913521324,0.08680655930068577,0.03409694068898409,262,0.0004999637603759766,0.40200124377918117,4,SE,-172.0552002553821,94.77671383508556,2.387575300127679,0.1979942586398447,1.0
100,Pfdn4,0.0025490499622740927,-11.96299763195806,0.26884088900877234,0.12532133249127614,262,0.0008151531219482422,0.40200124377918117,4,SE,46.19937327896051,-13.948866196348604,1.9858685643905432,0.2997690236368708,1.0
101,Mbip,0.001272747062545733,-12.858466056802541,0.2052733340037105,0.10043690768989609,262,0.0007832050323486328,0.40200124377918117,4,SE,47.99031012864947,-15.48384973778741,2.625383680984868,0.15385821047134302,1.0
102,Larp1b,0.9932149233458873,133.7615554734644,0.06134014047659763,0.012323015381635638,262,0.0003120899200439453,0.40200124377918117,4,SE,-245.2497329318844,133.111794335686,0.6497611377783983,0.9426099716459877,1.0
103,Taf1a,0.022942152599481954,87.37894036912527,0.12944613362522475,0.043421174460815025,262,0.0005550384521484375,0.40200124377918117,4,SE,-152.48450272320616,85.29960263695659,2.079337732168682,0.27259032781423165,1.0
104,Ralbp1,0.017605311133223844,-34.092961299170184,0.3862617505634158,0.1993825808537759,262,0.0004971027374267578,0.40200124377918117,4,SE,90.45930061338476,-36.22283736216917,2.1298760629989886,0.25883268403103776,1.0
105,Dynlt1b,0.00015523306271625025,0.1859206500208188,0.2566822848607739,0.11448612619328005,262,0.0010929107666015625,0.40200124377918117,4,SE,21.90153671500275,-1.6863295848800703,1.8722502349008892,0.336010047225228,1.0
106,Mcph1,0.858424624365482,211.6590206886579,0.033560603487041096,0.006822197799467986,262,0.00031113624572753906,0.40200124377918117,4,SE,-401.0446633622714,210.69695422633106,0.9620664623268453,0.7668868590458575,1.0
107,Pelp1,0.00889239624702134,23.81241265902392,0.1797780029607072,0.07576355574817766,262,0.0006959438323974609,0.40200124377918117,4,SE,-25.351447303003454,22.055706801530278,1.7567058574936425,0.3766993290920068,1.0
108,1700037C18Rik,0.8123336454374872,242.00009376141008,0.030776442733798398,0.005575660903897217,262,0.00031304359436035156,0.40200124377918117,4,SE,-461.7268095077758,240.93215566236324,1.0679380990468417,0.7053517445297772,1.0
109,Vwa9,0.0018968198181679313,-10.813911148322845,0.24556590477638338,0.1147205979389002,262,0.0008299350738525391,0.40200124377918117,4,SE,43.901200311690076,-12.752427653819836,1.9385165054969917,0.3144335127017541,1.0
110,Zfp68,0.0014519330423319403,-3.6957275317911638,0.27723749982505136,0.12538765060696194,262,0.0009837150573730469,0.40200124377918117,4,SE,29.664833078626714,-5.028468202853617,1.332740671062453,0.5619035746460805,1.0
111,N6amt1,0.024549492951509818,249.45165675407088,0.029933786453161085,0.009293731321327499,262,0.0005059242248535156,0.40200124377918117,4,SE,-476.6299354930974,247.92830324707415,1.5233535069967274,0.4714901953540618,1.0
112,Helb,0.007926757626076152,304.6502625053754,0.0168959513635847,0.0059441097550106525,262,0.0005011558532714844,0.40200124377918117,4,SE,-587.0271469957064,302.9131040687273,1.7371584366480874,0.38398144809849244,1.0
113,Lrrc24,0.008518958271802641,19.117611335816463,0.17808508767389847,0.07705600517680099,262,0.0005049705505371094,0.40200124377918117,4,SE,-15.96184465658854,16.7063367706225,2.4112745651939633,0.19311789973277732,1.0
114,Myo1b,0.012965148150203514,51.11214521188202,0.12762145268549355,0.052945481184933245,262,0.0005323886871337891,0.40200124377918117,4,SE,-79.95091240871966,49.223537360844375,1.8886078510376478,0.3305674714888832,1.0
115,Sidt1,0.030623711111981065,37.51532510648394,0.158982356151068,0.06370523126492109,262,0.0005030632019042969,0.40200124377918117,4,SE,-52.7572721979235,36.108229471092955,1.4070956353909878,0.525251655746264,1.0
116,Rnase4,0.04270232695205565,79.98074126513274,0.10591199526213191,0.03979070984678222,262,0.0005002021789550781,0.40200124377918117,4,SE,-137.68810451522108,78.60238758278837,1.3783536823443683,0.5392127912571232,1.0
117,2700050L05Rik,0.0001589667309756309,-0.41492774880671845,0.2297051530362082,0.10365435524312842,262,0.0010800361633300781,0.40200124377918117,4,SE,23.103233512657823,-2.631078126922148,2.2161503781154295,0.23678915594081007,1.0
118,Vwa8,0.0007685087494379644,1.9763832771045315,0.24403681108672567,0.10826956344327256,262,0.0011029243469238281,0.40200124377918117,4,SE,18.320611460835323,0.4220855760709128,1.5542977010336188,0.45791811445974273,1.0
119,Qser1,0.009463515768945878,4.245086453732739,0.221796770528323,0.09771539645222216,262,0.0009169578552246094,0.40200124377918117,4,SE,13.783205107578908,3.0867633264412007,1.1583231272915384,0.6543645551505981,1.0
120,Ccdc87,0.006598340813901618,441.9670509772494,0.006946536587522462,0.002042927331562714,262,0.0005068778991699219,0.40200124377918117,4,SE,-861.6607239394544,440.04755780401445,1.9194931732349687,0.320500090960443,1.0
121,Tmem175,0.021862958951441042,57.90702493324952,0.14475888625862907,0.05440726638377718,262,0.0004978179931640625,0.40200124377918117,4,SE,-93.54067185145465,56.252852755495496,1.6541721777540204,0.41621973495502973,1.0
122,Gas6,0.11227056411739422,-22.46447281404852,0.41134859929856943,0.19347184061705178,262,0.0005028247833251953,0.40200124377918117,4,SE,67.20232364314143,-23.429436193856873,0.9649633798083528,0.7651867510115352,1.0
123,Polr1b,0.040933008730039605,106.37126933325828,0.09470864473869782,0.03242002443603861,262,0.0005025863647460938,0.40200124377918117,4,SE,-190.46916065147218,104.74982912305876,1.6214402101995233,0.4295332004082649,1.0
124,Pdia4,0.046452812453740104,51.081009495218694,0.12363281760514351,0.05049687793039774,262,0.0004971027374267578,0.40200124377918117,4,SE,-79.888640975393,49.826967080971315,1.2540424142473796,0.6025495456682618,1.0
125,Bcl2l11,0.12161793847976146,66.09397636008029,0.11661038354639439,0.04207145168451402,262,0.0005161762237548828,0.40200124377918117,4,SE,-109.9145747051162,65.08088421904495,1.0130921410353437,0.7370497605057722,1.0
126,Gm5918,0.07603991597922784,109.57083644174688,0.06496648852551375,0.027028979614882744,262,0.0004990100860595703,0.40200124377918117,4,SE,-196.86829486844937,108.38042248091915,1.1904139608277262,0.6367205413461984,1.0
